Title,Date,Genre,My_Rating,Temp_C,Weather
Breaking Bad: Saison 1: Épisode 5,23/02/2024,Crime,10,3,Cloudy
Breaking Bad: Saison 1: Épisode 6,23/02/2024,Crime,10,3,Cloudy
Spenser Confidential,23/02/2024,Action,7,3,Cloudy
The Social Network,23/02/2024,Drama,9,3,Cloudy
Breaking Bad: Saison 1: Épisode 7,23/02/2024,Crime,10,3,Cloudy
Princess Mononoke,24/02/2024,Anime,7,7,Rainy
Breaking Bad: Saison 1: Épisode 8,24/02/2024,Crime,10,7,Rainy
Breaking Bad: Saison 1: Épisode 9,24/02/2024,Crime,9,7,Rainy
Breaking Bad: Saison 1: Épisode 10,24/02/2024,Crime,9,7,Rainy
Whiplash,24/02/2024,Drama,7,7,Rainy
Glass Onion,24/02/2024,Mystery,7,7,Rainy
Get Out,24/02/2024,Horror,10,7,Rainy
Pulp Fiction,25/02/2024,Crime,10,8,Sunny
Breaking Bad: Saison 1: Épisode 13,25/02/2024,Crime,10,8,Sunny
Breaking Bad: Saison 1: Épisode 11,25/02/2024,Crime,10,8,Sunny
Breaking Bad: Saison 1: Épisode 12,25/02/2024,Crime,10,8,Sunny
The Office (U.S.): Saison 1: Épisode 3,26/02/2024,Comedy,9,7,Sunny
The Dark Knight,26/02/2024,Action,8,7,Sunny
Breaking Bad: Saison 2: Épisode 1,26/02/2024,Crime,10,7,Sunny
Parasite,26/02/2024,Thriller,9,7,Sunny
Friends: Saison 1: Épisode 2,27/02/2024,Comedy,6,6,Cloudy
After,27/02/2024,Romance,3,6,Cloudy
The Office (U.S.): Saison 1: Épisode 4,28/02/2024,Comedy,10,5,Cloudy
Morbius,28/02/2024,Action,4,5,Cloudy
365 Days,29/02/2024,Romance,3,5,Sunny
The Office (U.S.): Saison 1: Épisode 5,29/02/2024,Comedy,10,5,Sunny
Jeepers Creepers: Reborn,29/02/2024,Horror,1,5,Sunny
Breaking Bad: Saison 2: Épisode 4,01/03/2024,Crime,10,15,Rainy
Breaking Bad: Saison 2: Épisode 3,01/03/2024,Crime,9,15,Rainy
Sharknado,01/03/2024,Comedy,1,15,Rainy
Breaking Bad: Saison 2: Épisode 2,01/03/2024,Crime,10,15,Rainy
Cats,01/03/2024,Musical,1,15,Rainy
La La Land,02/03/2024,Romance,7,10,Rainy
Dragonball Evolution,02/03/2024,Action,1,10,Rainy
Interstellar,02/03/2024,Sci-Fi,8,10,Rainy
Army of the Dead,03/03/2024,Horror,7,12,Sunny
6 Underground,04/03/2024,Action,3,7,Cloudy
Breaking Bad: Saison 2: Épisode 5,05/03/2024,Crime,10,10,Sunny
Breaking Bad: Saison 2: Épisode 6,05/03/2024,Crime,10,10,Sunny
The Kissing Booth,06/03/2024,Romance,4,9,Cloudy
Breaking Bad: Saison 2: Épisode 8,06/03/2024,Crime,10,9,Cloudy
Heart of Stone,06/03/2024,Action,4,9,Cloudy
Breaking Bad: Saison 2: Épisode 7,06/03/2024,Crime,9,9,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 5,07/03/2024,Comedy,9,13,Rainy
Winnie the Pooh: Blood and Honey,07/03/2024,Horror,1,13,Rainy
Breaking Bad: Saison 2: Épisode 9,07/03/2024,Crime,8,13,Rainy
Breaking Bad: Saison 2: Épisode 10,07/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 2: Épisode 11,07/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 3: Épisode 5,08/03/2024,Crime,10,9,Sunny
Breaking Bad: Saison 3: Épisode 3,08/03/2024,Crime,9,9,Sunny
Breaking Bad: Saison 3: Épisode 2,08/03/2024,Crime,10,9,Sunny
Breaking Bad: Saison 3: Épisode 4,08/03/2024,Crime,10,9,Sunny
Extraction 2,08/03/2024,Action,6,9,Sunny
Breaking Bad: Saison 2: Épisode 13,08/03/2024,Crime,10,9,Sunny
Breaking Bad: Saison 2: Épisode 12,08/03/2024,Crime,9,9,Sunny
Breaking Bad: Saison 3: Épisode 1,08/03/2024,Crime,10,9,Sunny
Breaking Bad: Saison 3: Épisode 6,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 7,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 8,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 9,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 10,09/03/2024,Crime,8,11,Rainy
Breaking Bad: Saison 3: Épisode 11,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 12,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 3: Épisode 13,09/03/2024,Crime,10,11,Rainy
Breaking Bad: Saison 4: Épisode 6,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 8,10/03/2024,Crime,9,13,Sunny
Breaking Bad: Saison 4: Épisode 7,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 5,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 3,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 2,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 1,10/03/2024,Crime,10,13,Sunny
Breaking Bad: Saison 4: Épisode 4,10/03/2024,Crime,9,13,Sunny
Breaking Bad: Saison 4: Épisode 9,11/03/2024,Crime,10,10,Rainy
Breaking Bad: Saison 4: Épisode 10,11/03/2024,Crime,10,10,Rainy
Breaking Bad: Saison 4: Épisode 11,11/03/2024,Crime,10,10,Rainy
Breaking Bad: Saison 4: Épisode 12,11/03/2024,Crime,9,10,Rainy
Breaking Bad: Saison 4: Épisode 13,12/03/2024,Crime,10,15,Cloudy
Breaking Bad: Saison 5: Épisode 1,12/03/2024,Crime,10,15,Cloudy
Breaking Bad: Saison 5: Épisode 3,13/03/2024,Crime,10,10,Sunny
Breaking Bad: Saison 5: Épisode 2,13/03/2024,Crime,9,10,Sunny
Breaking Bad: Saison 5: Épisode 7,14/03/2024,Crime,10,12,Rainy
Breaking Bad: Saison 5: Épisode 6,14/03/2024,Crime,8,12,Rainy
Breaking Bad: Saison 5: Épisode 4,14/03/2024,Crime,8,12,Rainy
Breaking Bad: Saison 5: Épisode 5,14/03/2024,Crime,10,12,Rainy
Breaking Bad: Saison 5: Épisode 12,15/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 5: Épisode 8,15/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 5: Épisode 9,15/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 5: Épisode 10,15/03/2024,Crime,10,13,Rainy
Breaking Bad: Saison 5: Épisode 11,15/03/2024,Crime,9,13,Rainy
Breaking Bad: Saison 5: Épisode 13,15/03/2024,Crime,10,13,Rainy
Riverdale: Saison 1: Épisode 1,16/03/2024,Drama,5,11,Rainy
Suits: Saison 1: Épisode 9,17/03/2024,Drama,8,10,Cloudy
Suits: Saison 1: Épisode 3,17/03/2024,Drama,8,10,Cloudy
Suits: Saison 1: Épisode 8,17/03/2024,Drama,7,10,Cloudy
Suits: Saison 1: Épisode 10,17/03/2024,Drama,8,10,Cloudy
Suits: Saison 1: Épisode 7,17/03/2024,Drama,10,10,Cloudy
Suits: Saison 1: Épisode 2,17/03/2024,Drama,6,10,Cloudy
Suits: Saison 1: Épisode 5,17/03/2024,Drama,9,10,Cloudy
Suits: Saison 1: Épisode 4,17/03/2024,Drama,9,10,Cloudy
Suits: Saison 1: Épisode 6,17/03/2024,Drama,6,10,Cloudy
Suits: Saison 1: Épisode 1,17/03/2024,Drama,6,10,Cloudy
Friends: Saison 1: Épisode 3,18/03/2024,Comedy,5,7,Rainy
Suits: Saison 1: Épisode 11,18/03/2024,Drama,10,7,Rainy
Suits: Saison 1: Épisode 12,18/03/2024,Drama,9,7,Rainy
Suits: Saison 1: Épisode 13,18/03/2024,Drama,6,7,Rainy
Suits: Saison 1: Épisode 14,18/03/2024,Drama,6,7,Rainy
Suits: Saison 1: Épisode 15,18/03/2024,Drama,7,7,Rainy
Suits: Saison 2: Épisode 4,19/03/2024,Drama,9,9,Sunny
Suits: Saison 2: Épisode 2,19/03/2024,Drama,7,9,Sunny
Suits: Saison 2: Épisode 3,19/03/2024,Drama,8,9,Sunny
Suits: Saison 1: Épisode 16,19/03/2024,Drama,9,9,Sunny
Suits: Saison 2: Épisode 1,19/03/2024,Drama,7,9,Sunny
Brooklyn Nine-Nine: Saison 1: Épisode 6,20/03/2024,Comedy,7,7,Sunny
Suits: Saison 2: Épisode 5,20/03/2024,Drama,6,7,Sunny
Suits: Saison 2: Épisode 6,20/03/2024,Drama,10,7,Sunny
Suits: Saison 2: Épisode 7,20/03/2024,Drama,10,7,Sunny
Suits: Saison 2: Épisode 8,21/03/2024,Drama,10,11,Rainy
Suits: Saison 2: Épisode 9,21/03/2024,Drama,7,11,Rainy
Suits: Saison 3: Épisode 1,22/03/2024,Drama,10,7,Cloudy
Suits: Saison 3: Épisode 4,22/03/2024,Drama,8,7,Cloudy
Suits: Saison 3: Épisode 5,22/03/2024,Drama,9,7,Cloudy
Suits: Saison 3: Épisode 3,22/03/2024,Drama,6,7,Cloudy
Suits: Saison 3: Épisode 2,22/03/2024,Drama,6,7,Cloudy
Suits: Saison 2: Épisode 16,22/03/2024,Drama,10,7,Cloudy
Suits: Saison 2: Épisode 11,22/03/2024,Drama,7,7,Cloudy
Suits: Saison 2: Épisode 14,22/03/2024,Drama,9,7,Cloudy
Suits: Saison 2: Épisode 13,22/03/2024,Drama,6,7,Cloudy
Suits: Saison 2: Épisode 12,22/03/2024,Drama,6,7,Cloudy
Suits: Saison 2: Épisode 10,22/03/2024,Drama,9,7,Cloudy
Suits: Saison 2: Épisode 15,22/03/2024,Drama,9,7,Cloudy
Suits: Saison 3: Épisode 16,23/03/2024,Drama,9,12,Rainy
Suits: Saison 3: Épisode 15,23/03/2024,Drama,6,12,Rainy
Suits: Saison 3: Épisode 14,23/03/2024,Drama,8,12,Rainy
Suits: Saison 3: Épisode 13,23/03/2024,Drama,7,12,Rainy
Suits: Saison 3: Épisode 12,23/03/2024,Drama,8,12,Rainy
Suits: Saison 3: Épisode 9,23/03/2024,Drama,6,12,Rainy
Suits: Saison 3: Épisode 10,23/03/2024,Drama,8,12,Rainy
Suits: Saison 3: Épisode 8,23/03/2024,Drama,10,12,Rainy
Suits: Saison 3: Épisode 7,23/03/2024,Drama,8,12,Rainy
Suits: Saison 3: Épisode 6,23/03/2024,Drama,6,12,Rainy
Suits: Saison 4: Épisode 1,23/03/2024,Drama,6,12,Rainy
Suits: Saison 3: Épisode 11,23/03/2024,Drama,7,12,Rainy
Suits: Saison 4: Épisode 9,24/03/2024,Drama,9,15,Cloudy
Suits: Saison 4: Épisode 8,24/03/2024,Drama,8,15,Cloudy
Suits: Saison 4: Épisode 10,24/03/2024,Drama,10,15,Cloudy
Suits: Saison 4: Épisode 7,24/03/2024,Drama,6,15,Cloudy
Suits: Saison 4: Épisode 5,24/03/2024,Drama,6,15,Cloudy
Suits: Saison 4: Épisode 6,24/03/2024,Drama,9,15,Cloudy
Suits: Saison 4: Épisode 4,24/03/2024,Drama,9,15,Cloudy
Suits: Saison 4: Épisode 3,24/03/2024,Drama,7,15,Cloudy
Suits: Saison 4: Épisode 2,24/03/2024,Drama,10,15,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 7,26/03/2024,Comedy,6,8,Cloudy
Suits: Saison 4: Épisode 11,26/03/2024,Drama,8,8,Cloudy
Suits: Saison 4: Épisode 12,26/03/2024,Drama,9,8,Cloudy
Suits: Saison 4: Épisode 16,27/03/2024,Drama,9,12,Sunny
Suits: Saison 5: Épisode 1,27/03/2024,Drama,6,12,Sunny
Suits: Saison 4: Épisode 13,27/03/2024,Drama,9,12,Sunny
Suits: Saison 4: Épisode 14,27/03/2024,Drama,8,12,Sunny
Suits: Saison 4: Épisode 15,27/03/2024,Drama,6,12,Sunny
Suits: Saison 5: Épisode 8,29/03/2024,Drama,9,15,Sunny
Suits: Saison 5: Épisode 2,29/03/2024,Drama,9,15,Sunny
Suits: Saison 5: Épisode 3,29/03/2024,Drama,7,15,Sunny
Suits: Saison 5: Épisode 4,29/03/2024,Drama,6,15,Sunny
Suits: Saison 5: Épisode 5,29/03/2024,Drama,9,15,Sunny
Suits: Saison 5: Épisode 6,29/03/2024,Drama,10,15,Sunny
Suits: Saison 5: Épisode 7,29/03/2024,Drama,8,15,Sunny
Suits: Saison 5: Épisode 16,30/03/2024,Drama,7,14,Sunny
Suits: Saison 6: Épisode 1,30/03/2024,Drama,10,14,Sunny
Suits: Saison 5: Épisode 15,30/03/2024,Drama,8,14,Sunny
Suits: Saison 5: Épisode 14,30/03/2024,Drama,9,14,Sunny
Suits: Saison 5: Épisode 13,30/03/2024,Drama,10,14,Sunny
Suits: Saison 5: Épisode 12,30/03/2024,Drama,9,14,Sunny
Suits: Saison 5: Épisode 11,30/03/2024,Drama,10,14,Sunny
Suits: Saison 5: Épisode 10,30/03/2024,Drama,7,14,Sunny
Suits: Saison 5: Épisode 9,30/03/2024,Drama,10,14,Sunny
Suits: Saison 6: Épisode 12,31/03/2024,Drama,10,12,Cloudy
Suits: Saison 6: Épisode 11,31/03/2024,Drama,8,12,Cloudy
Suits: Saison 6: Épisode 10,31/03/2024,Drama,7,12,Cloudy
Suits: Saison 6: Épisode 8,31/03/2024,Drama,7,12,Cloudy
Suits: Saison 6: Épisode 7,31/03/2024,Drama,6,12,Cloudy
Suits: Saison 6: Épisode 9,31/03/2024,Drama,10,12,Cloudy
Suits: Saison 6: Épisode 5,31/03/2024,Drama,6,12,Cloudy
Suits: Saison 6: Épisode 4,31/03/2024,Drama,9,12,Cloudy
Suits: Saison 6: Épisode 3,31/03/2024,Drama,7,12,Cloudy
Suits: Saison 6: Épisode 2,31/03/2024,Drama,7,12,Cloudy
Suits: Saison 6: Épisode 6,31/03/2024,Drama,10,12,Cloudy
Suits: Saison 6: Épisode 13,01/04/2024,Drama,9,13,Sunny
Suits: Saison 6: Épisode 14,01/04/2024,Drama,9,13,Sunny
Friends: Saison 1: Épisode 4,02/04/2024,Comedy,6,9,Sunny
Suits: Saison 7: Épisode 2,03/04/2024,Drama,10,14,Cloudy
Friends: Saison 1: Épisode 5,03/04/2024,Comedy,8,14,Cloudy
Suits: Saison 6: Épisode 15,03/04/2024,Drama,6,14,Cloudy
Suits: Saison 6: Épisode 16,03/04/2024,Drama,6,14,Cloudy
Suits: Saison 7: Épisode 1,03/04/2024,Drama,10,14,Cloudy
Suits: Saison 7: Épisode 4,04/04/2024,Drama,6,10,Cloudy
Suits: Saison 7: Épisode 5,04/04/2024,Drama,6,10,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 8,04/04/2024,Comedy,7,10,Cloudy
Suits: Saison 7: Épisode 3,04/04/2024,Drama,7,10,Cloudy
Suits: Saison 7: Épisode 13,05/04/2024,Drama,10,8,Cloudy
Suits: Saison 7: Épisode 12,05/04/2024,Drama,10,8,Cloudy
Suits: Saison 7: Épisode 11,05/04/2024,Drama,7,8,Cloudy
Suits: Saison 7: Épisode 10,05/04/2024,Drama,9,8,Cloudy
Suits: Saison 7: Épisode 8,05/04/2024,Drama,6,8,Cloudy
Suits: Saison 7: Épisode 7,05/04/2024,Drama,6,8,Cloudy
Suits: Saison 7: Épisode 9,05/04/2024,Drama,6,8,Cloudy
Suits: Saison 7: Épisode 6,05/04/2024,Drama,7,8,Cloudy
Suits: Saison 8: Épisode 6,06/04/2024,Drama,9,9,Sunny
Suits: Saison 8: Épisode 4,06/04/2024,Drama,8,9,Sunny
Suits: Saison 8: Épisode 3,06/04/2024,Drama,6,9,Sunny
Suits: Saison 8: Épisode 2,06/04/2024,Drama,7,9,Sunny
Suits: Saison 8: Épisode 5,06/04/2024,Drama,10,9,Sunny
Suits: Saison 7: Épisode 16,06/04/2024,Drama,6,9,Sunny
Suits: Saison 7: Épisode 15,06/04/2024,Drama,7,9,Sunny
Suits: Saison 7: Épisode 14,06/04/2024,Drama,8,9,Sunny
Suits: Saison 8: Épisode 1,06/04/2024,Drama,8,9,Sunny
Suits: Saison 8: Épisode 14,07/04/2024,Drama,9,14,Cloudy
Suits: Saison 8: Épisode 7,07/04/2024,Drama,7,14,Cloudy
Suits: Saison 8: Épisode 8,07/04/2024,Drama,9,14,Cloudy
Suits: Saison 8: Épisode 9,07/04/2024,Drama,8,14,Cloudy
Suits: Saison 8: Épisode 10,07/04/2024,Drama,6,14,Cloudy
Suits: Saison 8: Épisode 11,07/04/2024,Drama,8,14,Cloudy
Suits: Saison 8: Épisode 12,07/04/2024,Drama,8,14,Cloudy
Suits: Saison 8: Épisode 13,07/04/2024,Drama,8,14,Cloudy
Suits: Saison 9: Épisode 1,10/04/2024,Drama,9,12,Rainy
Suits: Saison 8: Épisode 16,10/04/2024,Drama,9,12,Rainy
Friends: Saison 1: Épisode 6,10/04/2024,Comedy,8,12,Rainy
Suits: Saison 8: Épisode 15,10/04/2024,Drama,10,12,Rainy
Suits: Saison 9: Épisode 2,11/04/2024,Drama,9,7,Sunny
Suits: Saison 9: Épisode 3,11/04/2024,Drama,10,7,Sunny
Suits: Saison 9: Épisode 4,11/04/2024,Drama,8,7,Sunny
Suits: Saison 9: Épisode 5,11/04/2024,Drama,7,7,Sunny
Suits: Saison 9: Épisode 12,12/04/2024,Drama,10,12,Cloudy
Suits: Saison 9: Épisode 10,12/04/2024,Drama,6,12,Cloudy
Suits: Saison 9: Épisode 9,12/04/2024,Drama,9,12,Cloudy
Suits: Saison 9: Épisode 11,12/04/2024,Drama,8,12,Cloudy
Suits: Saison 9: Épisode 7,12/04/2024,Drama,10,12,Cloudy
Suits: Saison 9: Épisode 6,12/04/2024,Drama,8,12,Cloudy
Suits: Saison 9: Épisode 8,12/04/2024,Drama,9,12,Cloudy
Suits: Saison 9: Épisode 13,13/04/2024,Drama,10,9,Sunny
Suits: Saison 9: Épisode 14,13/04/2024,Drama,7,9,Sunny
Suits: Saison 9: Épisode 15,13/04/2024,Drama,7,9,Sunny
Suits: Saison 9: Épisode 16,13/04/2024,Drama,9,9,Sunny
La Casa de Papel: Saison 1: Épisode 1,13/04/2024,Crime,9,9,Sunny
La Casa de Papel: Saison 1: Épisode 2,13/04/2024,Crime,7,9,Sunny
La Casa de Papel: Saison 1: Épisode 3,13/04/2024,Crime,9,9,Sunny
La Casa de Papel: Saison 1: Épisode 4,13/04/2024,Crime,8,9,Sunny
La Casa de Papel: Saison 1: Épisode 10,14/04/2024,Crime,7,10,Sunny
La Casa de Papel: Saison 1: Épisode 8,14/04/2024,Crime,10,10,Sunny
La Casa de Papel: Saison 1: Épisode 9,14/04/2024,Crime,10,10,Sunny
La Casa de Papel: Saison 1: Épisode 6,14/04/2024,Crime,7,10,Sunny
La Casa de Papel: Saison 1: Épisode 5,14/04/2024,Crime,8,10,Sunny
La Casa de Papel: Saison 1: Épisode 7,14/04/2024,Crime,6,10,Sunny
La Casa de Papel: Saison 2: Épisode 5,15/04/2024,Crime,9,7,Cloudy
La Casa de Papel: Saison 2: Épisode 4,15/04/2024,Crime,9,7,Cloudy
La Casa de Papel: Saison 2: Épisode 3,15/04/2024,Crime,6,7,Cloudy
The Office (U.S.): Saison 1: Épisode 6,15/04/2024,Comedy,9,7,Cloudy
La Casa de Papel: Saison 2: Épisode 1,15/04/2024,Crime,7,7,Cloudy
La Casa de Papel: Saison 2: Épisode 2,15/04/2024,Crime,8,7,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 9,17/04/2024,Comedy,6,10,Cloudy
La Casa de Papel: Saison 2: Épisode 6,17/04/2024,Crime,10,10,Cloudy
La Casa de Papel: Saison 2: Épisode 7,17/04/2024,Crime,8,10,Cloudy
La Casa de Papel: Saison 2: Épisode 8,17/04/2024,Crime,7,10,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 10,18/04/2024,Comedy,6,13,Sunny
La Casa de Papel: Saison 2: Épisode 9,18/04/2024,Crime,6,13,Sunny
La Casa de Papel: Saison 2: Épisode 10,18/04/2024,Crime,6,13,Sunny
La Casa de Papel: Saison 3: Épisode 1,18/04/2024,Crime,10,13,Sunny
La Casa de Papel: Saison 3: Épisode 2,18/04/2024,Crime,9,13,Sunny
La Casa de Papel: Saison 4: Épisode 3,19/04/2024,Crime,9,15,Sunny
La Casa de Papel: Saison 4: Épisode 2,19/04/2024,Crime,6,15,Sunny
La Casa de Papel: Saison 4: Épisode 1,19/04/2024,Crime,9,15,Sunny
La Casa de Papel: Saison 3: Épisode 10,19/04/2024,Crime,8,15,Sunny
La Casa de Papel: Saison 3: Épisode 9,19/04/2024,Crime,6,15,Sunny
La Casa de Papel: Saison 3: Épisode 4,19/04/2024,Crime,10,15,Sunny
La Casa de Papel: Saison 3: Épisode 7,19/04/2024,Crime,8,15,Sunny
La Casa de Papel: Saison 3: Épisode 6,19/04/2024,Crime,9,15,Sunny
La Casa de Papel: Saison 3: Épisode 5,19/04/2024,Crime,8,15,Sunny
La Casa de Papel: Saison 3: Épisode 3,19/04/2024,Crime,10,15,Sunny
La Casa de Papel: Saison 3: Épisode 8,19/04/2024,Crime,8,15,Sunny
La Casa de Papel: Saison 4: Épisode 10,20/04/2024,Crime,9,15,Rainy
La Casa de Papel: Saison 5: Épisode 2,20/04/2024,Crime,6,15,Rainy
La Casa de Papel: Saison 5: Épisode 1,20/04/2024,Crime,6,15,Rainy
La Casa de Papel: Saison 4: Épisode 9,20/04/2024,Crime,7,15,Rainy
La Casa de Papel: Saison 4: Épisode 4,20/04/2024,Crime,10,15,Rainy
La Casa de Papel: Saison 4: Épisode 7,20/04/2024,Crime,10,15,Rainy
La Casa de Papel: Saison 4: Épisode 6,20/04/2024,Crime,9,15,Rainy
La Casa de Papel: Saison 4: Épisode 5,20/04/2024,Crime,7,15,Rainy
La Casa de Papel: Saison 4: Épisode 8,20/04/2024,Crime,9,15,Rainy
La Casa de Papel: Saison 5: Épisode 3,21/04/2024,Crime,6,8,Sunny
La Casa de Papel: Saison 5: Épisode 4,21/04/2024,Crime,9,8,Sunny
La Casa de Papel: Saison 5: Épisode 5,21/04/2024,Crime,9,8,Sunny
La Casa de Papel: Saison 5: Épisode 6,21/04/2024,Crime,7,8,Sunny
La Casa de Papel: Saison 5: Épisode 7,21/04/2024,Crime,8,8,Sunny
